station,valid,lon,lat,metar
CYBW,2022-01-01 00:00,-114.3744,51.1031,CYBW 010000Z AUTO 28002KT 9SM CLR M27/M30 A2981 RMK SLP237
CYBW,2022-01-01 01:00,-114.3744,51.1031,CYBW 010100Z AUTO 00000KT 9SM CLR M26/M29 A2981 RMK SLP234
CYBW,2022-01-01 02:00,-114.3744,51.1031,CYBW 010200Z AUTO 30005KT 9SM CLR M30/M33 A2980 RMK SLP241
CYBW,2022-01-01 03:00,-114.3744,51.1031,CYBW 010300Z AUTO 31005KT 9SM CLR M27/M30 A2980 RMK SLP232
CYBW,2022-01-01 04:00,-114.3744,51.1031,CYBW 010400Z AUTO 30006KT 9SM CLR M29/M32 A2979 RMK SLP234
CYBW,2022-01-01 05:00,-114.3744,51.1031,CYBW 010500Z AUTO 30003KT 9SM CLR M30/M33 A2978 RMK SLP230
CYBW,2022-01-01 06:00,-114.3744,51.1031,CYBW 010600Z AUTO 32005KT 9SM CLR M29/M32 A2976 RMK SLP219
CYBW,2022-01-01 07:00,-114.3744,51.1031,CYBW 010700Z AUTO 32005KT 9SM CLR M32/M36 A2977 RMK SLP226
CYBW,2022-01-01 08:00,-114.3744,51.1031,CYBW 010800Z AUTO 32005KT 9SM CLR M31/M34 A2974 RMK SLP211
CYBW,2022-01-01 09:00,-114.3744,51.1031,CYBW 010900Z AUTO 29004KT 9SM CLR M28/M31 A2974 RMK SLP202
CYBW,2022-01-01 10:00,-114.3744,51.1031,CYBW 011000Z AUTO 31007KT 9SM CLR M27/M30 A2972 RMK SLP193
CYBW,2022-01-01 11:00,-114.3744,51.1031,CYBW 011100Z AUTO 31005KT 9SM CLR M28/M31 A2971 RMK SLP190
CYBW,2022-01-01 12:00,-114.3744,51.1031,CYBW 011200Z AUTO 32007KT 9SM SCT220 M26/M29 A2969 RMK SLP184
CYBW,2022-01-01 13:00,-114.3744,51.1031,CYBW 011300Z AUTO 30008KT 9SM CLR M26/M29 A2967 RMK SLP175
CYBW,2022-01-01 14:00,-114.3744,51.1031,CYBW 011400Z AUTO 32006KT 9SM CLR M24/M27 A2966 RMK SLP177
CYBW,2022-01-01 15:00,-114.3744,51.1031,CYBW 011500Z AUTO 31005KT 9SM CLR M24/M27 A2965 RMK SLP165
CYBW,2022-01-01 16:00,-114.3744,51.1031,CYBW 011600Z AUTO 30006KT 9SM SCT091 SCT110 BKN140 M20/M23 A2963 RMK SLP158
CYBW,2022-01-01 17:00,-114.3744,51.1031,CYBW 011700Z AUTO 27003KT 9SM SCT130 M19/M23 A2962 RMK SLP152
