station,valid,lon,lat,metar
CYVR,2023-01-01 00:00,-123.1682,49.1830,CYVR 010000Z 05004KT 15SM BKN053 BKN240 09/07 A2986 RMK SC6CI1 SLP115
CYVR,2023-01-01 01:00,-123.1682,49.1830,CYVR 010100Z VRB02KT 15SM BKN050 BKN230 07/06 A2988 RMK SC5CI1 SLP121
CYVR,2023-01-01 02:00,-123.1682,49.1830,CYVR 010200Z 30005KT 15SM BKN230 04/04 A2990 RMK CI5 SLP128
CYVR,2023-01-01 03:00,-123.1682,49.1830,CYVR 010300Z 00000KT 15SM FEW020 FEW049 SCT210 05/05 A2992 RMK SC1SC1CI4 SC TR SC TR SLP134
CYVR,2023-01-01 04:00,-123.1682,49.1830,CYVR 010400Z CCA 29006KT 15SM MIFG FEW022 FEW047 FEW170 SCT210 04/04 A2995 RMK SC1SC1AC1CI2 SC TR SC TR SLP144
CYVR,2023-01-01 04:15,-123.1682,49.1830,CYVR 010415Z 27005KT 15SM MIFG FEW022 FEW047 FEW170 SCT210 02/02 A2995 RMK SC1SC1AC1CI2 SC TR SC TR SLP145
CYVR,2023-01-01 05:00,-123.1682,49.1830,CYVR 010500Z 00000KT 15SM R26R/3000VP6000FT/U MIFG FEW025 FEW048 FEW210 05/05 A2997 RMK SC1SC1CI1 SC TR SC TR SLP152
CYVR,2023-01-01 05:21,-123.1682,49.1830,CYVR 010521Z 22003KT 15SM MIFG FEW014 FEW024 FEW048 FEW210 05/05 A2998 RMK SC1SC1SC1CI1 SC TR SC TR SLP153
CYVR,2023-01-01 06:00,-123.1682,49.1830,CYVR 010600Z 24005KT 15SM SCT011 SCT015 BKN047 BKN170 05/05 A2999 RMK SC3SC1SC2AC1 SC TR AC TR SLP158
CYVR,2023-01-01 06:28,-123.1682,49.1830,CYVR 010628Z 00000KT 12SM FEW003 SCT011 SCT021 BKN042 05/05 A3000 RMK SF1SC2SC1SC1 SC TR   SLP161
CYVR,2023-01-01 07:00,-123.1682,49.1830,CYVR 010700Z VRB02KT 12SM FEW009 FEW012 SCT023 SCT045 05/05 A3001 RMK SF1SC1SC2SC1 SC TR SLP165
CYVR,2023-01-01 07:24,-123.1682,49.1830,CYVR 010724Z 28003KT 12SM R26R/2600V4500FT/D MIFG FEW009 SCT012 BKN024 05/05 A3002 RMK SF2SC1SC2 SLP167
CYVR,2023-01-01 07:47,-123.1682,49.1830,CYVR 010747Z 29002KT 12SM MIFG FEW007 SCT009 BKN026 03/03 A3003 RMK SF2SF1SC3 SLP170
CYVR,2023-01-01 08:00,-123.1682,49.1830,CYVR 010800Z VRB02KT 12SM MIFG FEW004 SCT009 BKN026 03/03 A3003 RMK SF1SF4SC2 SF TR MOON DMLY VISBL SLP170
CYVR,2023-01-01 08:32,-123.1682,49.1830,CYVR 010832Z VRB02KT 8SM BCFG SCT004 BKN009 04/04 A3003 RMK FG2SF1SF2 BCFG SW-NW VIS 3/4 SLP172
CYVR,2023-01-01 08:44,-123.1682,49.1830,CYVR 010844Z 27003KT 1/2SM R26L/P6000FT/D FG BKN026 04/04 A3004 RMK FG6SC1 SLP174
CYVR,2023-01-01 08:51,-123.1682,49.1830,CYVR 010851Z 33003KT 260V340 1/4SM R26L/3500VP6000FT/D FG VV001 04/04 A3004 RMK FG8 SLP175
CYVR,2023-01-01 09:00,-123.1682,49.1830,CYVR 010900Z 33003KT 3/4SM R26L/2600VP6000FT/U BR BKN010 OVC025 04/04 A3004 RMK FG6SC1SC1 SLP176
CYVR,2023-01-01 09:09,-123.1682,49.1830,CYVR 010909Z 34003KT 1 1/4SM BR BKN008 OVC018 04/04 A3005 RMK FG5SF2SC1 SLP177
CYVR,2023-01-01 09:19,-123.1682,49.1830,CYVR 010919Z VRB02KT 2SM R26L/5500VP6000FT/U BR OVC007 04/04 A3005 RMK FG4ST4 SLP178
CYVR,2023-01-01 09:27,-123.1682,49.1830,CYVR 010927Z 33002KT 3SM BR BKN007 OVC015 04/04 A3005 RMK FG2SF4SC2 VIS LWR SE SLP179
CYVR,2023-01-01 10:00,-123.1682,49.1830,CYVR 011000Z 34003KT 6SM BR BKN008 OVC015 04/04 A3007 RMK SF7SC1 SLP185
CYVR,2023-01-01 10:18,-123.1682,49.1830,CYVR 011018Z 34003KT 8SM BKN009 OVC012 04/04 A3008 RMK SF6SC2 SLP188
